EstudianteID;Programa_Academico_ID;Edad_Ingreso;Genero_ID;Tipo_Asistencia;Estado_Financiero;Estado_Final;Tasa_Exito_1er_Semestre;Nota_Promedio_2do_Semestre;Factor_Riesgo_Academico
28;9;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
29;5;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
30;6;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
31;14;18;0;1;Al Dia;Graduado;0.8;11;Bajo Riesgo Académico
32;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
33;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
34;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
35;12;18;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
36;10;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
37;10;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
38;9;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
39;16;18;0;1;Al Dia;Activo;0.83333333;12;Bajo Riesgo Académico
40;5;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
41;16;18;0;1;Al Dia;Activo;0.83333333;12;Bajo Riesgo Académico
42;15;18;0;1;Al Dia;Desercion;0.83333333;13;Bajo Riesgo Académico
43;12;18;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
44;7;18;1;1;Al Dia;Desercion;1;13;Bajo Riesgo Académico
45;8;18;1;1;Deudor;Desercion;0.83333333;13;Bajo Riesgo Académico
46;16;18;0;1;Al Dia;Desercion;0.83333333;0;Bajo Riesgo Académico
47;12;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
48;9;18;1;1;Al Dia;Activo;0.8;11;Bajo Riesgo Académico
49;9;18;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
50;7;18;1;1;Al Dia;Activo;0.8;11;Bajo Riesgo Académico
51;4;18;1;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
52;15;18;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
53;12;18;1;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
54;5;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
55;12;18;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
56;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
57;9;18;0;1;Al Dia;Desercion;0.4;12;Alto Riesgo Académico
58;12;18;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
59;10;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
60;10;18;0;1;Al Dia;Activo;0.33333333;13;Alto Riesgo Académico
61;8;18;0;1;Al Dia;Desercion;1;11;Bajo Riesgo Académico
62;9;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
63;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
64;12;18;0;1;Al Dia;Desercion;0;10;Alto Riesgo Académico
65;13;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
66;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
67;12;18;0;1;Al Dia;Graduado;0.875;15;Bajo Riesgo Académico
68;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
69;5;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
70;11;18;0;1;Al Dia;Graduado;1;16;Bajo Riesgo Académico
71;14;18;0;1;Al Dia;Activo;1;14;Bajo Riesgo Académico
72;15;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
73;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
74;15;18;0;1;Al Dia;Activo;0;11;Alto Riesgo Académico
75;12;18;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
76;5;18;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
77;9;18;0;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
78;6;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
79;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
80;5;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
81;12;18;0;1;Al Dia;Desercion;0.71428571;12;Bajo Riesgo Académico
82;6;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
83;16;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
84;14;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
85;14;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
86;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
87;10;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
88;12;18;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
89;15;18;0;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
90;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
91;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
92;12;18;0;1;Al Dia;Graduado;0.875;11;Bajo Riesgo Académico
93;12;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
94;16;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
95;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
96;12;18;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
97;5;18;0;1;Al Dia;Desercion;0.33333333;11;Alto Riesgo Académico
98;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
99;12;18;0;1;Al Dia;Activo;0;0;Alto Riesgo Académico
100;6;18;0;1;Al Dia;Activo;0.6;13;Bajo Riesgo Académico
101;15;18;0;1;Deudor;Graduado;1;12;Bajo Riesgo Académico
102;12;18;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
103;11;18;0;1;Al Dia;Activo;0.66666666;11;Bajo Riesgo Académico
104;8;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
105;15;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
106;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
107;10;18;0;1;Al Dia;Graduado;0.83333333;13;Bajo Riesgo Académico
108;9;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
109;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
110;9;18;0;1;Al Dia;Graduado;0.8;11;Bajo Riesgo Académico
111;8;18;0;1;Al Dia;Desercion;0.83333333;14;Bajo Riesgo Académico
112;6;18;0;1;Al Dia;Desercion;0.83333333;14;Bajo Riesgo Académico
113;14;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
114;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
115;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
116;12;18;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
117;12;18;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
118;15;18;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
119;6;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
120;11;18;0;1;Al Dia;Graduado;1;10;Bajo Riesgo Académico
121;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
122;12;18;0;1;Al Dia;Activo;0.85714285;12;Bajo Riesgo Académico
123;14;18;0;1;Deudor;Graduado;1;13;Bajo Riesgo Académico
124;15;18;0;1;Al Dia;Desercion;1;14;Bajo Riesgo Académico
125;9;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
126;6;18;0;1;Al Dia;Graduado;0.8;13;Bajo Riesgo Académico
127;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
128;12;18;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
129;11;18;0;1;Al Dia;Desercion;0.33333333;0;Alto Riesgo Académico
130;14;18;0;1;Al Dia;Desercion;0.66666666;11;Bajo Riesgo Académico
131;9;18;0;1;Al Dia;Graduado;0.6;12;Bajo Riesgo Académico
132;11;18;0;1;Al Dia;Desercion;0.16666666;0;Alto Riesgo Académico
133;10;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
134;12;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
135;15;18;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
136;9;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
137;12;18;0;1;Deudor;Desercion;0;0;Alto Riesgo Académico
138;12;18;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
139;15;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
140;10;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
141;8;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
142;12;18;0;1;Al Dia;Activo;1;13;Bajo Riesgo Académico
143;6;18;0;1;Al Dia;Graduado;0.8;11;Bajo Riesgo Académico
144;10;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
145;10;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
146;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
147;12;18;0;1;Al Dia;Activo;0.85714285;11;Bajo Riesgo Académico
148;9;18;0;1;Al Dia;Activo;0.4;11;Alto Riesgo Académico
149;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
150;16;18;0;1;Al Dia;Desercion;0.33333333;10;Alto Riesgo Académico
151;12;18;1;1;Al Dia;Graduado;1;10;Bajo Riesgo Académico
152;11;18;0;1;Al Dia;Desercion;0.83333333;12;Bajo Riesgo Académico
153;5;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
154;12;18;0;1;Al Dia;Graduado;0.85714285;12;Bajo Riesgo Académico
155;12;18;0;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
156;11;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
157;10;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
158;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
159;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
160;12;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
161;10;18;0;1;Al Dia;Graduado;0.66666666;10;Bajo Riesgo Académico
162;10;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
163;15;18;0;1;Al Dia;Desercion;0.4;0;Alto Riesgo Académico
164;13;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
165;6;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
166;16;18;0;1;Al Dia;Graduado;0.85714285;12;Bajo Riesgo Académico
167;12;18;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
168;15;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
169;10;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
170;11;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
171;10;18;0;1;Al Dia;Activo;0.83333333;11;Bajo Riesgo Académico
172;11;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
173;10;18;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
174;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
175;12;18;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
176;11;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
177;10;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
178;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
179;6;18;0;1;Al Dia;Graduado;0.8;14;Bajo Riesgo Académico
180;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
181;6;18;0;1;Al Dia;Activo;0.6;11;Bajo Riesgo Académico
182;16;18;0;1;Al Dia;Activo;0.66666666;10;Bajo Riesgo Académico
183;14;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
184;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
185;14;18;0;1;Al Dia;Graduado;0.83333333;14;Bajo Riesgo Académico
186;9;18;0;1;Al Dia;Graduado;0.8;13;Bajo Riesgo Académico
187;10;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
188;12;18;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
189;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
190;14;18;0;1;Al Dia;Activo;0.66666666;12;Bajo Riesgo Académico
191;3;18;0;0;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
192;10;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
193;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
194;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
195;10;18;0;1;Al Dia;Desercion;1;0;Bajo Riesgo Académico
196;16;18;0;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
197;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
198;15;18;0;1;Deudor;Desercion;0;0;Alto Riesgo Académico
199;8;18;0;1;Al Dia;Desercion;1;15;Bajo Riesgo Académico
200;12;18;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
201;12;18;0;1;Al Dia;Graduado;0.875;15;Bajo Riesgo Académico
202;12;18;0;1;Al Dia;Graduado;0.85714285;15;Bajo Riesgo Académico
203;12;18;0;1;Al Dia;Activo;0.71428571;13;Bajo Riesgo Académico
204;5;18;0;1;Al Dia;Activo;0.16666666;12;Alto Riesgo Académico
205;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
206;6;18;0;1;Al Dia;Activo;0.4;11;Alto Riesgo Académico
207;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
208;13;18;0;1;Al Dia;Graduado;1;16;Bajo Riesgo Académico
209;16;18;0;1;Al Dia;Desercion;0.83333333;11;Bajo Riesgo Académico
210;12;18;0;1;Deudor;Desercion;0.75;12;Bajo Riesgo Académico
211;5;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
212;6;18;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
213;12;18;0;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
214;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
215;5;18;0;1;Deudor;Graduado;0.66666666;12;Bajo Riesgo Académico
216;12;18;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
217;12;18;0;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
218;8;18;0;1;Deudor;Activo;0.83333333;14;Bajo Riesgo Académico
219;11;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
220;11;18;0;1;Al Dia;Desercion;0.33333333;10;Alto Riesgo Académico
221;14;18;0;1;Deudor;Desercion;0.6;10;Bajo Riesgo Académico
222;15;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
223;12;18;0;1;Al Dia;Graduado;0.875;14;Bajo Riesgo Académico
224;12;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
225;5;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
226;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
227;10;18;0;1;Al Dia;Graduado;0.83333333;10;Bajo Riesgo Académico
228;5;18;0;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
229;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
230;12;18;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
231;7;18;1;1;Al Dia;Activo;0.6;11;Bajo Riesgo Académico
232;5;18;1;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
233;9;18;1;1;Deudor;Desercion;0;0;Alto Riesgo Académico
234;15;18;1;1;Deudor;Desercion;0;0;Alto Riesgo Académico
235;12;18;1;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
236;13;18;1;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
237;7;18;1;1;Al Dia;Activo;0.8;11;Bajo Riesgo Académico
238;11;18;1;1;Al Dia;Activo;0.5;12;Bajo Riesgo Académico
239;12;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
240;8;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
241;12;18;1;1;Al Dia;Desercion;0.57142857;10;Bajo Riesgo Académico
242;5;18;1;1;Al Dia;Activo;1;10;Bajo Riesgo Académico
243;8;18;1;1;Deudor;Desercion;0.4;0;Alto Riesgo Académico
244;12;18;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
245;7;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
246;12;18;1;1;Al Dia;Graduado;0.85714285;12;Bajo Riesgo Académico
247;9;18;1;1;Al Dia;Desercion;0.8;0;Bajo Riesgo Académico
248;8;18;1;1;Al Dia;Desercion;1;15;Bajo Riesgo Académico
249;14;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
250;7;18;1;1;Al Dia;Activo;0.8;14;Bajo Riesgo Académico
251;6;18;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
252;14;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
253;8;18;1;1;Al Dia;Graduado;0.8;14;Bajo Riesgo Académico
254;8;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
255;8;18;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
256;9;18;1;1;Al Dia;Desercion;0.8;12;Bajo Riesgo Académico
257;9;18;1;1;Al Dia;Activo;0.4;12;Alto Riesgo Académico
258;9;18;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
259;15;18;1;1;Al Dia;Graduado;0.66666666;12;Bajo Riesgo Académico
260;15;18;1;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
261;7;18;1;1;Al Dia;Activo;0.8;13;Bajo Riesgo Académico
262;7;18;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
263;9;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
264;11;18;1;1;Al Dia;Desercion;0;0;Alto Riesgo Académico
265;7;18;1;1;Al Dia;Activo;0.8;16;Bajo Riesgo Académico
266;14;18;1;1;Al Dia;Desercion;0.66666666;10;Bajo Riesgo Académico
267;12;18;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
268;12;18;0;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
269;13;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
270;6;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
271;12;18;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
272;11;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
273;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
274;11;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
275;11;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
276;15;18;0;1;Deudor;Desercion;0.83333333;0;Bajo Riesgo Académico
277;12;18;0;1;Al Dia;Activo;0.57142857;12;Bajo Riesgo Académico
278;6;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
279;5;18;0;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
280;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
281;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
282;9;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
283;15;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
284;8;18;0;1;Al Dia;Activo;1;13;Bajo Riesgo Académico
285;8;18;0;1;Al Dia;Graduado;0.8;12;Bajo Riesgo Académico
286;13;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
287;15;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
288;15;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
289;7;18;1;1;Al Dia;Activo;0.6;11;Bajo Riesgo Académico
290;7;18;1;1;Al Dia;Activo;0.8;10;Bajo Riesgo Académico
291;15;18;0;1;Al Dia;Desercion;1;13;Bajo Riesgo Académico
292;16;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
293;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
294;12;18;0;1;Al Dia;Desercion;1;13;Bajo Riesgo Académico
295;14;18;0;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
296;15;18;0;1;Deudor;Desercion;0.5;10;Bajo Riesgo Académico
297;10;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
298;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
299;9;18;0;1;Al Dia;Activo;0.8;12;Bajo Riesgo Académico
300;12;18;0;1;Al Dia;Graduado;0.85714285;14;Bajo Riesgo Académico
301;6;18;0;1;Al Dia;Activo;0.66666666;13;Bajo Riesgo Académico
302;13;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
303;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
304;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
305;16;18;0;1;Al Dia;Graduado;0.83333333;13;Bajo Riesgo Académico
306;5;18;0;1;Deudor;Desercion;1;11;Bajo Riesgo Académico
307;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
308;15;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
309;12;18;0;1;Al Dia;Graduado;0.875;15;Bajo Riesgo Académico
310;15;18;0;1;Al Dia;Graduado;0.83333333;12;Bajo Riesgo Académico
311;7;18;1;1;Al Dia;Desercion;0.2;0;Alto Riesgo Académico
312;12;18;1;1;Al Dia;Graduado;0.875;13;Bajo Riesgo Académico
313;10;18;1;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
314;9;18;1;1;Al Dia;Activo;1;12;Bajo Riesgo Académico
315;12;18;1;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
316;12;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
317;11;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
318;11;18;0;1;Al Dia;Graduado;0.83333333;11;Bajo Riesgo Académico
319;11;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
320;12;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
321;12;18;0;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
322;6;18;0;1;Deudor;Desercion;0;0;Alto Riesgo Académico
323;14;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
324;9;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
325;16;18;0;1;Al Dia;Desercion;0.83333333;11;Bajo Riesgo Académico
326;11;18;0;1;Al Dia;Graduado;1;11;Bajo Riesgo Académico
327;8;18;0;1;Al Dia;Activo;0.8;13;Bajo Riesgo Académico
328;12;18;0;1;Al Dia;Graduado;0.875;12;Bajo Riesgo Académico
329;11;18;0;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
330;12;18;0;1;Al Dia;Activo;0.85714285;12;Bajo Riesgo Académico
331;6;18;1;1;Al Dia;Graduado;0.8;12;Bajo Riesgo Académico
332;11;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
333;11;18;1;1;Deudor;Desercion;0;0;Alto Riesgo Académico
334;7;18;1;1;Al Dia;Desercion;0.8;12;Bajo Riesgo Académico
335;8;18;1;1;Al Dia;Desercion;1;12;Bajo Riesgo Académico
336;12;18;1;1;Al Dia;Activo;0.85714285;12;Bajo Riesgo Académico
337;15;18;1;1;Al Dia;Graduado;1;14;Bajo Riesgo Académico
338;11;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
339;9;18;1;1;Al Dia;Activo;1;11;Bajo Riesgo Académico
340;15;18;1;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
341;5;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
342;12;18;0;1;Al Dia;Graduado;0.85714285;13;Bajo Riesgo Académico
343;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
344;10;18;0;1;Al Dia;Graduado;1;12;Bajo Riesgo Académico
345;15;18;0;1;Deudor;Activo;0.83333333;11;Bajo Riesgo Académico
346;6;18;0;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
347;9;18;1;1;Al Dia;Activo;0;0;Alto Riesgo Académico
348;12;18;1;1;Al Dia;Graduado;1;13;Bajo Riesgo Académico
349;12;18;0;1;Al Dia;Graduado;1;15;Bajo Riesgo Académico
350;6;18;0;1;Deudor;Desercion;0.6;12;Bajo Riesgo Académico
351;5;18;0;1;Al Dia;Activo;0.16666666;11;Alto Riesgo Académico
352;15;18;0;1;Al Dia;Graduado;0.83333333;13;Bajo Riesgo Académico
353;9;18;0;1;Al Dia;Activo;0.8;12;Bajo Riesgo Académico
354;9;18;1;1;Al Dia;Activo;0.8;10;Bajo Riesgo Académico
